Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",conference_season,conference_type,Season
D. Wolfe,Michigan Wolverines,CF,21,17,1050,1,1.88,1,0.92,18.94,47.96,United States,United States,175,0,4.03,2.57,40,4.37,66.67,0.51,0.53,0,2.49,2.55,2.31,5,0.43,0,0,3.17,0.09,1,0.09,0.16,0,0,17,1.46,47.06,5.882,0.09,0.08,1.46,29.41,2.66,74.19,8.23,42.71,3.26,1.11,0.86,27.43,74.69,5.23,62.3,7.11,87.95,10.11,75.42,0.77,55.56,15.91,16.09,1.11,0,0.09,0.43,20,0.6,2.06,62.5,2.4,42.86,0.17,50,0.6,0.34,2.66,74.19,Big10 2022,Power 5,2022
N. Kim,Indiana Hoosiers,"RB , RW , LW",,16,1042,0,0.89,0,0.14,26.6,42.53,United States,United States,0,0,10.11,10.54,59.02,3.11,30.56,0.09,0.09,0.43,3.8,3.83,0.43,0,0,0,0,2.42,0,0,0,0.08,0,0,8,0.69,25,0,0,0.01,1.38,18.75,4.49,44.23,10.11,31.62,1.04,2.25,0.78,24.1,67.38,10.62,60.16,3.89,93.33,4.84,60.71,2.25,38.46,16.11,21.31,0.26,0,0,0.17,0,0.09,4.32,54,1.64,36.84,0.52,16.67,0.52,0.26,5.1,61.02,Big10 2022,Power 5,2022
M. Wilhelm,Iowa Hawkeyes,GK,22,12,1038,0,0,0,0,1.21,78.57,United States,United States,178,0,2.43,0.17,50,0.69,87.5,0,0,0,2.34,2.78,0.17,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,100,0,0,0.35,14.13,79.14,9.19,71.7,0,0,4.08,91.49,9.1,68.57,32.75,40.18,0,0,0,0,0,0,0.61,85.71,0,0,0,0,0,0,6.68,70.13,Big10 2022,Power 5,2022
A. Stahl,Maryland College Park Terrapins,CF,,17,1037,5,2.9,1,1.05,23.69,37.36,United States,United States,165,0,4.77,4.6,69.81,2.43,28.57,0,0,0,1.56,1.36,0.95,0,0,0,0,2.08,0.43,5,0.43,0.25,1,0.09,17,1.48,58.82,29.412,0.09,0.09,1.04,33.33,1.56,55.56,12.41,26.57,3.04,0.87,0.43,25.86,72.48,4.25,51.02,7.98,82.61,7.03,77.78,0.95,45.45,14.85,16.34,1.22,0.09,0,0.09,0,0.26,2.34,74.07,1.48,58.82,0.17,0,1.3,0.26,2.52,72.41,Big10 2022,Power 5,2022
H. Lapeire,Purdue Boilermakers,"RDMF , LB , LCMF",23,17,1029,0,0.23,0,0.25,19.07,54.13,United States,United States,170,0,9.01,8.75,53,3.06,51.43,0,0,0.17,4.37,3.81,0.96,1,0.09,0,0,1.92,0,0,0,0.02,0,0,8,0.7,12.5,0,0,0.02,0.7,12.5,2.19,64,4.55,51.92,0.09,0.96,1.22,39.18,74.55,16.88,60.1,4.11,91.49,12.94,86.49,5.77,31.82,19.63,34.74,0.17,0,0,0.61,57.14,0.09,6.91,45.57,1.66,21.05,1.05,25,0.35,0.17,7.61,60.92,Big10 2022,Power 5,2022
C. Formanek,Iowa Hawkeyes,"CB , RCB , LCB",22,11,1019,0,0.14,0,0,10.25,57.76,United States,United States,170,0,9.63,5.65,59.38,1.85,52.38,0.26,0.32,1.15,6.01,7.36,0.62,2,0.18,0,0,0.35,0,0,0,0.01,0,0,3,0.26,0,0,0,0,0.09,0,0.44,80,1.5,47.06,0.18,0,0.26,31.44,71.91,17.05,58.03,1.85,85.71,10.07,93.86,7.6,47.67,21.96,34.1,0,0,0,0,0,0,4.42,52,0.26,33.33,0.09,0,0.09,0,8.74,51.52,Big10 2022,Power 5,2022
C. Koehler,Michigan State Spartans,"AMF , CF",,16,1018,2,2.75,2,1.91,19.98,39.38,United States,United States,168,0,5.3,5.75,58.46,3.01,47.06,0.44,0.54,0.09,1.5,1.85,1.59,3,0.27,0,0,2.65,0.18,2,0.18,0.24,1,0.09,22,1.94,36.36,9.091,0.18,0.17,1.06,41.67,2.3,42.31,7.43,25,2.21,1.41,0.8,18.57,69.52,6.9,61.54,2.21,84,6.1,79.71,1.5,41.18,18.63,18.76,1.06,0,0,0.88,60,0.53,3.54,77.5,2.39,51.85,1.41,43.75,1.15,0.44,4.42,80,Big10 2022,Power 5,2022
M. Gray,Minnesota Golden Gophers,"LAMF , RW , LW",21,16,1007,0,1.43,1,0.75,24.22,47.23,United States,United States,0,0,10.72,10.46,64.1,3.13,22.86,0.18,0.18,0,3.84,3.81,0.71,1,0.09,0,0,3.04,0,0,0,0.13,0,0,11,0.98,45.45,0,0.09,0.07,2.77,29.03,3.31,54.05,7.69,34.88,1.7,1.16,0.54,29.4,64.13,11.26,56.35,5.36,85,7.51,69.05,2.23,44,16.14,20.22,0.71,0,0.09,0.36,0,0.36,3.84,51.16,2.95,36.36,0.54,16.67,0.63,0.98,6.52,58.9,Big10 2022,Power 5,2022
N. Kevdzija,Purdue Boilermakers,"LCB , LDMF",,17,995,1,0.23,0,0.53,18.09,58.5,United States,United States,170,0,13.39,9.68,64.49,3.17,48.57,0.45,0.44,0.63,6.69,6.47,1.09,1,0.09,0,0,0.9,0.09,1,0.09,0.02,0,0,3,0.27,33.33,33.333,0,0.05,0.09,100,0.9,80,3.08,64.71,0.18,0.54,0.9,32.92,80.77,11.49,68.5,2.71,80,14.11,91.03,3.08,41.18,17.36,17.92,0.18,0,0,0,0,0.09,2.71,63.33,0.63,42.86,0.09,0,0.27,0.09,6.15,45.59,Big10 2022,Power 5,2022
A. Rose,Indiana Hoosiers,"LCB , LCB3",,12,993,0,0.17,0,0.35,14.77,54.6,United States,United States,0,0,7.16,5.35,69.49,1.09,50,0,0,0.09,3.44,4.16,0.54,2,0.18,0,0,2.99,0,0,0,0.02,0,0,4,0.36,50,0,0,0.03,1.18,38.46,3.53,61.54,6.53,50,0.45,1.54,0.82,32.99,77.75,13.32,65.31,3.26,91.67,12.15,85.07,3.08,38.24,18.03,27.98,0.27,0,0,0.54,33.33,0.18,4.26,48.94,1.63,38.89,0.91,30,0.36,0.54,6.62,57.53,Big10 2022,Power 5,2022
M. Jones,Illinois Fighting Illini,"CF , RAMF",19,17,983,2,2.03,2,0.69,28.11,33.22,United States,United States,173,0,5.77,3.94,58.14,3.2,54.29,0.55,0.55,0.09,2.93,2.93,1.1,1,0.09,0,0,3.39,0.18,2,0.18,0.19,0,0,18,1.65,33.33,11.111,0.18,0.06,0.73,12.5,4.76,48.08,16.3,25.84,2.01,1.28,0.64,20.05,71.23,5.13,58.93,4.21,86.96,5.49,63.33,0.37,25,14.32,11.35,0.55,0,0,0.64,71.43,0.37,2.2,54.17,2.29,52,0.46,80,1.1,0.09,2.01,68.18,Big10 2022,Power 5,2022
A. Roy,Purdue Boilermakers,"DMF , RDMF , LDMF",,17,976,0,0.63,0,0.12,25.82,48.93,United States,United States,178,0,12.73,9.77,65.09,6.09,54.55,0,0,0.92,6.36,5.55,1.75,0,0,0,0,1.01,0,0,0,0.06,0,0,10,0.92,30,0,0,0.01,0.18,50,1.66,33.33,5.9,28.13,0.55,0.28,0.65,35.41,72.14,15.58,57.99,3.32,88.89,11.43,85.48,4.52,36.73,18.41,31.93,0.37,0.09,0,0.46,20,0.09,8.02,54.02,1.38,20,1.2,23.08,0.37,0.09,8.21,59.55,Big10 2022,Power 5,2022
S. Masur,Indiana Hoosiers,"RCMF , DMF , LCMF",,13,973,0,2.18,0,0.88,21.74,41.28,United States,United States,168,0,8.05,5.27,78.95,7.31,32.91,0,0,0.37,3.88,4.3,0.55,0,0,0,0,0.83,0,0,0,0.2,0,0,10,0.92,20,0,0,0.08,0.46,20,1.39,40,5.83,23.81,2.22,1.2,0.37,34.59,77.81,12.39,58.21,7.21,97.44,10.64,86.09,1.02,27.27,15.39,11.47,0.65,0.09,0,0.37,0,0.09,5.27,59.65,1.2,38.46,0.37,0,0.65,0.18,4.16,62.22,Big10 2022,Power 5,2022
M. Isaac,Maryland College Park Terrapins,"LCMF , LDMF , RDMF",21,17,967,0,0.2,1,0.21,15.45,57.83,United States,United States,165,0,9.49,7.82,73.81,2.61,46.43,0,0,0.09,3.72,3.79,0.56,1,0.09,0,0,0.93,0,0,0,0.02,0,0,8,0.74,37.5,0,0.09,0.02,1.02,36.36,0.28,100,2.7,37.93,0.47,0.28,0.28,30.81,73.41,9.87,51.89,4.28,93.48,12.19,83.97,3.72,22.5,18.02,23.66,0.28,0,0,0,0,0.09,5.21,50,1.21,38.46,0.19,0,0.09,0.37,4.47,56.25,Big10 2022,Power 5,2022
A. Gardiner,Michigan State Spartans,RCB,21,17,966,0,0,0,0.4,7.55,62.96,United States,United States,171,0,4.94,4.29,63.04,0.75,87.5,0,0,0.37,2.24,2.76,0.37,1,0.09,0,0,0.65,0,0,0,0,0,0,1,0.09,0,0,0,0.04,0.56,50,0.28,100,1.49,68.75,0,2.89,0.19,61.68,86.86,19.57,70.95,6.24,98.51,31.21,94.03,5.5,52.54,20.13,33.5,0.47,0,0,0.09,100,0,8.85,66.32,0.93,60,0.28,33.33,0.19,0.28,9.13,72.45,Big10 2022,Power 5,2022
Z. Tiger,Indiana Hoosiers,RCB,,14,965,0,0.01,0,0.29,7.37,51.9,United States,United States,170,0,6.25,4.66,54,0.84,44.44,0.37,0.43,0.56,3.36,3.83,0.37,0,0,0,0,0.19,0,0,0,0,0,0,1,0.09,0,0,0,0.03,0.09,100,0.09,100,0.75,37.5,0.19,0.19,0.28,31.9,80.7,14.83,68.55,3.64,97.44,10.35,93.69,7.27,51.28,21.2,29.99,0.09,0,0,0,0,0.09,3.92,52.38,0.09,0,0.19,50,0.09,0,6.72,58.33,Big10 2022,Power 5,2022
K. Harper,Minnesota Golden Gophers,CF,,16,963,1,2.42,2,2.16,36.92,37.47,United States,United States,0,0,5.51,6.07,49.23,3.74,32.5,0.37,0.38,0,2.15,2.2,1.96,2,0.19,0,0,6.07,0.09,1,0.09,0.23,0,0,27,2.52,25.93,3.704,0.19,0.2,3.36,33.33,8.04,51.16,22.71,34.16,2.24,1.78,2.15,28.69,61.89,6.92,43.24,7.29,84.62,7.94,60,1.31,21.43,17.94,17.89,1.5,0.09,0,0.75,25,0.28,2.9,41.94,3.36,44.44,0.56,16.67,0.47,1.21,3.83,68.29,Big10 2022,Power 5,2022
K. Daigle,Rutgers Scarlet Knights,"RCMF , LCMF",,16,960,5,3.49,4,2.98,28.22,43.85,United States,United States,165,0,9.09,8.25,53.41,1.97,52.38,0.28,0.27,0.19,4.41,4.23,1.97,2,0.19,0,0,4.69,0.47,3,0.28,0.33,0,0,37,3.47,40.54,13.514,0.38,0.28,0.84,22.22,5.63,51.67,14.34,38.56,1.88,1.22,1.5,41.81,71.52,12.38,50,7.5,90,13.31,78.17,5.53,27.12,17.78,36.73,1.88,0.09,0.09,1.59,11.76,0.66,6.56,42.86,3.28,31.43,2.72,20.69,1.5,0.19,4.78,52.94,Big10 2022,Power 5,2022
L. Donovan,Minnesota Golden Gophers,"DMF , RCMF , LDMF",,16,958,0,0.29,0,0.04,21.14,57.33,United States,United States,0,0,12.68,7.61,77.78,4.13,47.73,0.56,0.7,0.28,6.2,7.67,0.94,1,0.09,0,0,0.56,0,0,0,0.03,0,0,3,0.28,0,0,0,0,0,0,0.94,50,5.92,46.03,0.09,0,2.25,25.08,71.91,7.99,49.41,4.89,92.31,8.74,84.95,2.44,19.23,19.19,28.9,0.09,0,0,0.09,100,0.09,3.85,43.9,0.47,60,0.28,66.67,0.19,0,3.1,48.48,Big10 2022,Power 5,2022
K. Dudukovich,Ohio State Buckeyes,CF,,16,949,7,5.71,1,0.25,21.05,29.73,United States,United States,0,0,3.32,3.7,51.28,1.9,50,0,0,0.09,1.42,1.47,0.85,0,0,0,0,2.28,0.66,5,0.47,0.54,0,0,22,2.09,50,31.818,0.09,0.02,0.38,25,3.6,26.32,13.66,20.83,2.75,0.76,0.28,23.42,77.73,6.07,68.75,8.44,85.39,4.74,80,0.76,50,15.11,9.57,0.85,0,0,0.47,40,0.19,1.99,71.43,1.23,38.46,0.76,50,0.47,0.09,2.09,63.64,Big10 2022,Power 5,2022
P. Mcnamara,Ohio State Buckeyes,"RCMF3 , CF , AMF",,16,935,5,3.17,1,1.26,20.7,40.93,United States,United States,0,0,6.16,4.72,67.35,2.31,20.83,0,0,0.29,2.98,2.88,0.96,0,0,0,0,3.66,0.48,5,0.48,0.3,1,0.1,21,2.02,42.86,23.81,0.1,0.12,0.67,42.86,4.24,52.27,10.97,34.21,1.83,1.35,0.39,35.71,75.74,11.94,65.32,6.06,88.89,11.17,82.76,3.47,47.22,16.99,25.91,0.96,0,0,0.67,42.86,0.58,5.97,59.68,1.93,70,1.35,42.86,1.25,0.48,7.99,66.27,Big10 2022,Power 5,2022
K. Jones-Black,Ohio State Buckeyes,"LB , DMF , RB",21,16,931,1,0.34,0,0.02,20.01,41.55,United States,United States,0,0,11.02,8.6,55.06,0.87,44.44,0.87,0.91,0.1,5.41,5.64,1.45,2,0.19,0,0,1.55,0.1,1,0.1,0.03,0,0,8,0.77,25,12.5,0,0,0.68,42.86,2.32,41.67,7.73,23.75,0.1,1.45,0.29,44.76,80.78,17.98,70.97,7.15,91.89,11.7,88.43,3.58,48.65,15.99,23.52,0.1,0,0.1,0.29,33.33,0,6.09,69.84,1.35,57.14,0.29,33.33,0.39,0.39,9.47,68.37,Big10 2022,Power 5,2022
A. White,Penn State Nittany Lion,"RAMF , RW",,17,919,0,1.37,3,2.06,27.91,49.82,United States,United States,160,0,9.7,8.13,65.06,0.39,0,0.1,0.1,0,4.31,4.57,0.78,0,0,0,0,7.34,0,0,0,0.13,0,0,20,1.96,45,0,0.29,0.2,2.55,23.08,9.7,59.6,16.06,46.95,4.5,3.82,0.69,22.52,62.17,6.46,56.06,4.5,78.26,6.27,64.06,0.88,66.67,17.93,16.64,0.69,0.1,0,0.59,16.67,0.59,2.45,44,1.96,35,0.78,12.5,0.49,0.69,4.21,60.47,Big10 2022,Power 5,2022
M. Lowe,Ohio State Buckeyes,"LCMF3 , CF , DMF",23,15,918,1,1.26,1,0.48,19.22,42.86,United States,United States,0,0,5.78,5.39,49.09,2.65,59.26,0,0,0.2,3.14,3.43,1.47,0,0,0,0,1.57,0.1,1,0.1,0.12,0,0,9,0.88,33.33,11.111,0.1,0.05,0.2,0,2.06,52.38,8.82,32.22,1.08,1.37,0.69,40.88,76.26,14.8,62.91,6.76,94.2,12.16,84.68,2.84,37.93,17.52,34.13,0.59,0.2,0.1,0.69,28.57,0.29,6.47,66.67,1.67,35.29,1.08,18.18,0.59,0,7.35,64,Big10 2022,Power 5,2022
L. Holleran,Purdue Boilermakers,RB,,16,902,0,0,0,0.32,15.47,49.68,United States,United States,175,0,9.18,11.08,54.95,0.7,28.57,0,0,0.3,3.09,2.96,0.6,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.03,1.6,62.5,0.9,55.56,2.2,31.82,0,0.4,0.2,36.72,72.01,16.96,62.94,3.19,93.75,11.08,79.28,6.19,41.94,17.58,24.79,0.6,0,0,0,0,0.1,5.29,60.38,2.29,47.83,0.6,33.33,0.4,0.7,11.47,60.87,Big10 2022,Power 5,2022
E. Giannola,Ohio State Buckeyes,"LCMF3 , AMF",,15,893,0,0.83,2,1.32,27.92,44.4,United States,United States,0,0,10.38,9.57,63.16,1.61,50,0.1,0.1,0,4.23,4.09,1.61,0,0,0,0,3.53,0,0,0,0.08,0,0,11,1.11,36.36,0,0.2,0.13,0.81,25,4.13,56.1,12.19,29.75,1.21,2.32,1.01,37.79,79.2,11.29,62.5,8.26,90.24,10.68,85.85,1.31,23.08,15.97,25.7,1.81,0,0.1,0.91,66.67,0.2,4.64,60.87,1.61,37.5,1.01,40,0.4,0.2,5.14,72.55,Big10 2022,Power 5,2022
P. Webber,Indiana Hoosiers,"CF , LW , LWF",21,16,882,1,2.75,0,0.52,29.29,38.68,United States,United States,0,0,6.63,6.73,56.06,4.49,25,0.2,0.17,0.1,2.65,2.23,1.94,0,0,0,0,4.08,0.1,1,0.1,0.28,1,0.1,20,2.04,40,5,0,0.05,1.33,15.38,5.82,50.88,14.29,36.43,2.96,1.63,1.53,16.43,57.76,5,40.82,3.67,83.33,3.57,54.29,1.02,10,15.81,13.31,0.41,0,0,0.61,16.67,0.2,2.24,40.91,1.22,25,0.92,11.11,0.31,0.2,2.04,55,Big10 2022,Power 5,2022
C. Hiatt,Penn State Nittany Lion,"LCB , RCB",,16,882,0,0,1,0.2,10.61,58.65,United States,United States,183,0,7.45,5.82,59.65,1.02,90,0.2,0.23,0.1,3.78,4.2,0.41,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0,0,1.02,80,2.65,53.85,0.1,0.71,0.1,52.45,82.3,19.29,68.78,2.65,92.31,25.82,93.28,9.29,52.75,21.51,33.13,0.1,0,0,0.1,0,0.1,5.92,55.17,0.41,25,0.31,0,0.2,0,10.51,62.14,Big10 2022,Power 5,2022
A. Prell,Illinois Fighting Illini,"LW , LAMF , LWB",22,18,878,1,0.43,1,1.52,26.34,43.58,United States,United States,163,0,8.51,7.38,56.94,2.77,48.15,0,0,0,4.31,3.42,1.23,0,0,0,0,4,0.1,1,0.1,0.04,0,0,5,0.51,60,20,0.1,0.16,3.18,29.03,6.15,45,13.84,37.04,2.15,2.87,0.92,30.75,65.33,8.71,58.82,6.56,79.69,9.43,65.22,2.05,40,16.06,20.6,0.62,0,0,0.31,0,0.62,3.69,61.11,2.36,30.43,0.62,0,0.62,0.82,5.95,51.72,Big10 2022,Power 5,2022
K. Kimbal,Purdue Boilermakers,GK,,10,872,0,0,0,0,1.03,90,United States,United States,188,0,2.99,0,0,0.41,100,0,0,0,2.99,3.36,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,100,0.31,100,0,0,0.31,14.04,77.21,9.19,70.79,0,0,4.33,92.86,6.61,59.38,32.64,37.7,0,0,0,0,0,0,0.62,16.67,0.1,0,0,0,0,0,5.06,57.14,Big10 2022,Power 5,2022
M. Pritchard,Ohio State Buckeyes,GK,,14,864,0,0,0,0,1.35,84.62,United States,United States,0,0,2.92,0.1,100,0.83,75,0,0,0,2.81,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,100,0.1,0,0.21,27.71,79.32,13.02,65.6,0.1,0,11.98,90.43,9.69,46.24,28.01,41.84,0,0,0,0,0,0,1.56,53.33,0,0,0.1,0,0,0,5.42,36.54,Big10 2022,Power 5,2022
R. Knudsen,Purdue Boilermakers,LCB,,9,862,1,0.24,0,0.13,14.41,56.52,United States,United States,175,0,12.22,6.68,64.06,3.65,54.29,0.42,0.48,1.15,7.52,8.57,0.31,1,0.1,0,0,0.63,0.1,1,0.1,0.02,1,0.1,4,0.42,50,25,0,0.01,0,0,0.52,80,1.98,31.58,0.52,0.21,0.42,35.08,74.11,16.29,60.26,1.77,94.12,14.62,89.29,9.5,59.34,22.6,32.08,0.1,0,0,0,0,0,3.03,34.48,0.1,0,0.1,0,0,0,7.41,38.03,Big10 2022,Power 5,2022
E. Misal,Rutgers Scarlet Knights,LB,,11,817,0,0.05,0,0.13,15.97,55.17,United States,United States,170,0,11.35,9.14,63.86,2.42,54.55,0.22,0.25,0.33,5.29,6.1,0.33,0,0,0,0,0.99,0,0,0,0.01,0,0,1,0.11,100,0,0,0.01,0.66,66.67,0.99,44.44,2.75,32,0.11,0.88,0.22,45.94,70.5,23.9,59.91,7.38,89.55,9.8,79.78,7.71,42.86,18.44,31.18,0.33,0,0,0.11,0,0.22,7.49,50,1.54,35.71,1.21,18.18,0.22,0.33,12.23,51.35,Big10 2022,Power 5,2022
M. Buisman,Minnesota Golden Gophers,"CF , LW",22,16,815,1,1.5,2,1.11,32.8,34.68,United States,United States,0,0,8.61,5.96,72.22,3.64,42.42,0.33,0.27,0.11,3.98,3.25,0.55,0,0,0,0,5.08,0.11,1,0.11,0.17,0,0,27,2.98,40.74,3.704,0.22,0.12,3.75,23.53,6.18,46.43,18.11,23.17,3.2,2.43,0.33,20.21,59.56,5.08,47.83,3.98,86.11,5.74,51.92,1.33,16.67,20.16,16.69,1.66,0,0.11,0.22,50,0.44,3.09,64.29,2.54,30.43,0.44,0,0.33,0.99,3.75,73.53,Big10 2022,Power 5,2022
B. Otto,Ohio State Buckeyes,RCB,,12,814,0,0.04,0,0.08,14.93,55.56,United States,United States,0,0,11.28,6.86,62.9,1.99,83.33,0,0,1,6.97,8.96,0.77,0,0,0,0,1,0,0,0,0,0,0,2,0.22,50,0,0,0.01,0,0,1.66,46.67,4.42,35,0.22,0.11,0.44,49.42,80.54,20.9,69.31,4.09,94.59,18.57,92.26,9.29,46.43,19.6,30.19,0.11,0,0,0.11,100,0,3.76,41.18,0.55,20,0.22,50,0.11,0,7.52,29.41,Big10 2022,Power 5,2022
M. Lietz,Iowa Hawkeyes,"LWB , LAMF , LW",18,17,800,1,0.93,0,0.56,21.15,50.53,United States,United States,163,0,11.59,10.01,62.92,1.69,40,0.34,0.32,0,4.95,4.77,1.58,0,0,0,0,3.94,0.11,1,0.11,0.1,0,0,8,0.9,62.5,12.5,0,0.06,3.83,23.53,4.05,61.11,7.54,41.79,2.7,2.93,0.34,26.66,56.96,7.99,47.89,5.4,79.17,8.55,53.95,2.25,15,18.07,16.65,0.79,0.11,0,0,0,0.23,4.5,40,2.93,30.77,0.11,0,0.56,0.68,4.84,65.12,Big10 2022,Power 5,2022
Z. Allen,Purdue Boilermakers,"LAMF , CF , RAMF",,17,791,1,1.1,0,0.65,28.56,40.64,United States,United States,170,0,6.26,5.23,60.87,1.37,50,0,0,0.11,3.07,2.46,0.46,0,0,0,0,6.03,0.11,1,0.11,0.12,0,0,10,1.14,30,10,0,0.07,2.16,26.32,9.1,50,19.91,36.57,2.05,3.75,0.57,32.54,77.97,7.4,63.08,7.62,89.55,9.56,82.14,0.8,28.57,14.57,10.69,1.14,0.11,0,0.91,62.5,0,3.3,62.07,2.28,65,0.57,60,1.37,0.57,4.78,71.43,Big10 2022,Power 5,2022
K. Fife,Iowa Hawkeyes,"RB , LAMF , CF",19,17,781,1,1.1,0,0.09,28.58,41.13,United States,United States,168,0,9.91,11.52,60,2.07,38.89,0.35,0.29,0.12,2.65,2.25,2.07,2,0.23,0,0,2.54,0.12,1,0.12,0.13,0,0,8,0.92,50,12.5,0,0.01,1.73,40,3.34,41.38,11.87,24.27,1.04,0.81,1.15,22.47,69.23,6.8,47.46,5.42,95.74,6.8,71.19,1.73,46.67,18.29,16.67,0.46,0,0,0.46,0,0.12,2.54,63.64,2.07,50,0.23,0,0.23,0.81,5.42,61.7,Big10 2022,Power 5,2022
H. Blake,Michigan Wolverines,"RCMF , AMF , LCMF",22,14,781,0,0.52,0,0.49,14.29,41.13,New Zealand,New Zealand,173,0,3,3,65.38,1.38,25,0,0,0,1.04,1.09,0.12,0,0,0,0,3.11,0,0,0,0.06,0,0,17,1.96,52.94,0,0,0.06,1.38,0,3.8,45.45,8.07,35.71,1.27,2.65,0.46,47.13,79.95,14.17,69.92,8.3,91.67,17.06,81.08,2.77,37.5,17.42,27.05,1.04,0,0,1.04,33.33,0,7.61,65.15,2.3,25,1.15,40,0.46,0,6.68,77.59,Big10 2022,Power 5,2022
J. Wicles,Michigan State Spartans,CF,,18,780,5,5.01,1,1.47,41.08,41.01,United States,United States,175,0,6,4.85,61.9,3.35,34.48,0.23,0.27,0.12,2.77,3.19,1.15,0,0,0,0,10.04,0.58,5,0.58,0.58,2,0.23,35,4.04,45.71,14.286,0.12,0.17,1.38,25,13.85,55,28.5,40.49,6,4.38,1.73,22.62,70.41,4.73,65.85,5.42,80.85,6.12,71.7,0.35,66.67,15.95,3.16,1.73,0,0,0.69,33.33,0.58,1.38,75,2.77,54.17,0.46,25,1.62,0.35,3.81,72.73,Big10 2022,Power 5,2022
A. Brown,Minnesota Golden Gophers,"DMF , RDMF",,12,773,1,0.46,0,0.03,19.09,57.93,United States,United States,164,0,13.51,8.03,68.12,4.89,59.52,1.05,1.03,0.23,6.99,6.84,1.75,1,0.12,0,0,0.7,0.12,1,0.12,0.05,1,0.12,9,1.05,22.22,11.111,0,0,0,0,0.82,57.14,3.61,48.39,0.58,0.12,0.93,28.41,71.31,10.71,53.26,5.01,88.37,9.43,81.48,4.54,23.08,18.58,25.55,0.12,0,0,0,0,0,5.36,47.83,0.47,0,0.35,33.33,0.12,0,5.36,43.48,Big10 2022,Power 5,2022
T. Turnage,Maryland College Park Terrapins,"LB , RB",18,9,738,0,0.06,0,0.19,15.98,48.85,United States,United States,180,0,8.41,7.68,60.32,4.15,55.88,0,0,0.24,3.78,4.56,0.49,1,0.12,0,0,0,0,0,0,0.01,0,0,3,0.37,0,0,0,0.02,0,0,0.24,0,2.2,27.78,0.98,0.24,0.24,24.51,76.62,10,68.29,4.27,82.86,7.2,83.05,2.2,16.67,18.53,32.68,0.12,0,0,0,0,0.12,2.8,65.22,0.12,0,0,0,0.12,0,5.98,69.39,Big10 2022,Power 5,2022
C. Woodbeck,Purdue Boilermakers,LB,21,15,729,0,0.04,0,0.44,19.14,58.06,United States,United States,178,0,14.69,11.85,62.5,1.85,66.67,0,0,0.12,7.28,7.53,0.49,0,0,0,0,1.85,0,0,0,0,0,0,3,0.37,33.33,0,0,0.05,1.48,41.67,1.23,80,3.58,48.28,0.62,0.62,0.37,37.41,71.29,18.27,64.19,2.84,91.3,11.6,74.47,7.65,43.55,19.89,29.06,0.25,0,0,0.25,50,0.37,6.91,57.14,2.96,37.5,0.99,37.5,0.62,0.74,11.48,65.59,Big10 2022,Power 5,2022
M. Woods,Illinois Fighting Illini,"CF , LAMF , LWF",20,18,713,3,1.11,0,0.44,33.45,43.77,United States,United States,170,0,8.71,8.2,61.54,1.77,28.57,0.25,0.21,0,3.41,2.88,2.52,1,0.13,0,0,5.68,0.38,3,0.38,0.14,0,0,14,1.77,42.86,21.429,0,0.06,2.9,26.09,7.19,54.39,18.18,40.97,2.4,2.15,0.5,24.61,63.08,8.08,50,3.28,76.92,8.33,78.79,2.15,47.06,20.59,15.54,0.5,0,0,0.25,100,0.38,2.65,61.9,2.78,45.45,0.88,71.43,0.76,0.63,4.67,75.68,Big10 2022,Power 5,2022
