Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",conference_season,conference_type,Season
A. Blom,JMU Dukes,GK,,14,1299,0,0,0,0,1.25,94.44,Sweden,Sweden,178,0,2.29,0.07,100,0.97,92.86,0,0,0,2.22,3.45,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,100,0,0,0.55,30,88.22,12.75,80.43,0,0,13.3,92.71,6.44,61.29,23.62,39.88,0,0,0,0,0,0,0.69,40,0,0,0,0,0,0,4.3,48.39,Sun Belt 2022,Non-P5,2022
C. Jones,Texas St. Bobcats,"DMF , LDMF , LCMF",,17,1292,0,0.72,1,1.14,22.43,51.86,United States,United States,162,0,10.17,9.75,66.43,2.16,38.71,0,0,0.21,3.69,4.36,1.25,2,0.14,0,0,1.25,0,0,0,0.05,0,0,7,0.49,28.57,0,0.07,0.08,0.7,50,1.18,52.94,5.64,37.04,0.91,0.77,0.77,30.86,74.49,10.24,56.46,4.04,93.1,12.12,82.76,3.2,50,17.6,32.01,0.63,0.07,0,0.21,66.67,0.21,5.02,54.17,1.53,40.91,0.14,50,0.56,0.35,4.95,67.61,Sun Belt 2022,Non-P5,2022
J. Foos,Georgia State Panthers,GK,,13,1269,0,0,0,0,1.21,70.59,United States,United States,175,0,2.2,0,0,0.78,90.91,0,0,0,2.2,2.96,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,100,0,0,0.07,23.48,76.13,11.42,57.14,0,0,10.35,93.84,10.57,49.66,30.08,40.91,0,0,0,0,0,0,1.28,44.44,0.07,100,0,0,0.07,0,6.95,60.2,Sun Belt 2022,Non-P5,2022
E. Türkoğlu,Old Dominion Monarchs,"LDMF , LCMF , RDMF",23,15,1268,2,0.98,1,0.42,31.02,60.18,Turkey,Turkey,170,0,14.76,7.74,70.64,9.3,70.99,0.64,0.84,0.21,8.66,11.33,1.14,1,0.07,0,0,2.77,0.14,2,0.14,0.07,1,0.07,20,1.42,25,10,0.07,0.03,0.43,33.33,3.48,63.27,9.65,47.79,1.06,1.77,2.98,44.36,71.36,18.03,58.66,4.61,84.62,15.9,81.25,6.81,45.83,19.48,32.48,0.43,0.07,0,0.5,14.29,0.07,9.65,58.82,1.35,31.58,0.64,33.33,0.35,0.14,9.51,64.18,Sun Belt 2022,Non-P5,2022
E. Diez Lois,Georgia State Panthers,"CB , RCB",21,13,1259,1,1.11,0,0,12.94,59.12,Spain,Spain,175,0,11.01,5.72,66.25,3.72,67.31,0.64,0.85,0.64,6.58,8.71,0.43,0,0,0,0,0.5,0.07,1,0.07,0.08,0,0,8,0.57,62.5,12.5,0,0,0,0,0.43,33.33,1.5,23.81,0.93,0.29,0.29,48.82,76.57,21.59,58.28,3,100,19.87,94.6,10.44,43.15,21.15,31.6,0,0,0,0,0,0,4,33.93,0.14,100,0.21,33.33,0.29,0,10.22,39.16,Sun Belt 2022,Non-P5,2022
O. Luther,Arkansas St. Red Wolves,GK,21,16,1258,0,0,0,0.02,1.07,80,United States,United States,173,0,2.43,0.07,100,0.93,76.92,0,0,0,2.36,2.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,70.55,8.94,64.8,0,0,2.72,89.47,8.3,62.07,38.56,44.91,0.07,0,0,0,0,0.07,0.93,46.15,0,0,0,0,0,0,6.15,70.93,Sun Belt 2022,Non-P5,2022
L. Travassos,Marshall Thundering Herd,"RCMF , RCMF3",18,16,1252,3,2.8,0,1.12,20.7,45.14,Brazil,Brazil,168,0,10.35,8.84,60.98,3.67,41.18,0.07,0.08,0.22,4.89,5.68,1.51,0,0,0,0,1.44,0.22,1,0.07,0.2,0,0,17,1.22,23.53,17.647,0,0.08,1.08,33.33,1.58,40.91,5.46,31.58,1.58,1.15,0.65,38.82,72.41,13.3,58.92,7.76,91.67,12,76.65,4.03,46.43,16.95,30.01,0.86,0,0,0.36,40,0.43,5.89,52.44,1.29,44.44,0.65,33.33,0.5,0.43,6.76,61.7,Sun Belt 2022,Non-P5,2022
J. Plata,Texas St. Bobcats,LB,,15,1241,0,0.46,3,3.62,16.75,55.84,United States,United States,165,0,9.43,6.67,68.48,2.32,50,0.29,0.37,0.22,4.57,5.82,0.65,1,0.07,0,0,3.34,0,0,0,0.03,0,0,6,0.44,50,0,0.22,0.26,2.61,50,2.68,67.57,5.58,46.75,0.29,2.03,0.44,33.51,62.12,17.77,53.47,2.39,81.82,9.28,75,8.56,35.59,21.65,35.49,1.74,0,0.07,0.15,0,0.44,6.82,39.36,3.7,45.1,0.44,0,0.87,1.31,10.66,54.42,Sun Belt 2022,Non-P5,2022
B. Monteith,Appalachian State Mountaineers,"AMF , CF",20,16,1238,1,1.59,2,1.2,26.1,40.39,Northern Ireland,Northern Ireland,162,0,7.56,7.2,57.58,3.78,25,0.36,0.35,0.15,3.05,2.91,1.67,0,0,0,0,3.34,0.07,1,0.07,0.12,0,0,29,2.11,31.03,3.448,0.15,0.09,1.45,50,3.13,58.14,10.11,35.97,1.45,1.09,1.09,24.35,64.78,8.29,53.51,3.49,87.5,7.92,56.88,2.69,37.84,18.04,30.41,0.65,0,0,0.29,50,0.29,4.07,50,2.04,39.29,0.51,57.14,0.29,0.65,4.14,66.67,Sun Belt 2022,Non-P5,2022
L. Ortiz,Louisiana Ragin' Cajuns,"RB , LB",20,14,1231,1,2.09,0,0.38,25.66,55.84,United States,United States,160,0,11.92,11.7,63.75,0.58,62.5,0.29,0.37,0.07,4.17,5.26,1.39,0,0,0,0,2.41,0.07,0,0,0.15,0,0,5,0.37,80,20,0,0.03,1.24,17.65,2.41,69.7,9.72,51.13,0.22,2.05,2.12,25.95,68.45,12.94,59.32,1.61,90.91,8.12,73.87,3.29,46.67,19.52,35.05,0.58,0,0,0.29,75,0,5.19,64.79,1.75,37.5,0.15,50,0.37,0.22,8.19,68.75,Sun Belt 2022,Non-P5,2022
J. Garcia,Troy Trojans,"CB , LCB",,13,1227,0,0.07,1,0.32,12.25,65.27,Canada,Canada,168,0,11.81,7.63,77.88,0.73,40,0.15,0.17,0.37,5.72,6.74,0.66,0,0,0,0,0.29,0,0,0,0.01,0,0,2,0.15,0,0,0.07,0.02,0.15,0,0.73,40,2.35,43.75,0,0.51,0.37,27.36,49.33,18.56,40.32,0.59,100,6.82,72.04,14.45,30.46,30.07,39.91,0.29,0,0,0.07,0,0.07,9.32,35.43,1.25,23.53,1.1,13.33,0.29,0,9.68,52.27,Sun Belt 2022,Non-P5,2022
M. White,Marshall Thundering Herd,"RW , CF , RAMF",21,16,1216,8,5.84,2,4.51,30.64,50.24,United States,United States,157,0,7.33,7.85,60.38,1.85,68,0,0,0,2.59,2.94,2.15,1,0.07,0,0,8.36,0.59,8,0.59,0.43,1,0.07,31,2.29,54.84,25.806,0.15,0.33,5.48,36.49,8.96,56.2,17.47,45.76,5.18,5.18,2.15,23.17,60.7,6.29,49.41,4.14,89.29,8.29,58.04,1.33,22.22,18.81,20.38,1.18,0,0.07,0.3,25,0.74,2.44,51.52,3.7,36,0.37,0,0.59,2.22,3.85,61.54,Sun Belt 2022,Non-P5,2022
C. George,Marshall Thundering Herd,"DMF , LCB , RCB3",,14,1211,0,0.02,0,0.05,15.83,56.81,United States,United States,173,0,10.18,7.8,65.71,4.16,55.36,0,0,0.22,5.05,6.6,0.82,1,0.07,0,0,0.45,0,0,0,0,0,0,3,0.22,0,0,0,0,0,0,0.74,50,1.93,34.62,0,0.07,0.45,38.65,77.5,15.53,58.85,3.49,93.62,14.49,93.33,5.05,35.29,18.52,29.48,0.22,0,0,0.07,100,0,4.98,59.7,0.37,20,0.15,0,0.07,0,7.58,53.92,Sun Belt 2022,Non-P5,2022
M. Stephens,Louisiana Ragin' Cajuns,"RDMF , LDMF , DMF",20,15,1209,1,1.25,0,0.24,23.97,45.65,United States,United States,167,0,9.45,7.67,71.84,5.66,40.79,0,0,0.15,3.95,4.52,0.74,1,0.07,0,0,1.04,0.07,1,0.07,0.09,0,0,13,0.97,30.77,7.692,0,0.02,0.3,0,1.27,58.82,5.96,25,1.12,0.37,0.67,30.6,67.4,11.76,56.33,4.99,83.58,9.45,70.87,3.28,29.55,17.74,31.99,0.22,0,0,0.07,0,0.07,5.96,47.5,0.82,36.36,0.37,20,0.37,0,5.96,61.25,Sun Belt 2022,Non-P5,2022
H. Shaw,Texas St. Bobcats,"LCMF , RCMF , LCMF3",,17,1207,1,1.68,2,2.11,27.07,45.45,United States,United States,162,0,7.98,6.86,60.87,5.74,49.35,0.07,0.08,0.07,3.73,3.93,1.71,0,0,0,0,3.95,0.07,1,0.07,0.13,0,0,20,1.49,20,5,0.15,0.16,1.57,33.33,5.07,57.35,10.51,43.26,1.42,2.39,0.89,29.08,62.31,11.78,51.27,3.13,83.33,9.54,68.75,2.76,48.65,18.92,27.59,0.6,0,0,0.75,30,0.22,5.67,47.37,1.79,37.5,0.6,37.5,0.67,0.52,6.49,67.82,Sun Belt 2022,Non-P5,2022
L. Goppel,ULM Warhawks,"RCB , LCB",21,12,1207,1,0.88,1,1.1,13.05,61.14,Liechtenstein,Liechtenstein,173,0,8.72,5.74,72.73,1.79,79.17,0,0,0.6,4.55,7.44,0.45,2,0.15,0,0,0.97,0.07,1,0.07,0.07,0,0,9,0.67,33.33,11.111,0.07,0.08,0.22,33.33,1.04,64.29,3.8,41.18,0.75,1.71,0.82,44.59,70.07,24.68,55.89,2.61,91.43,13.72,91.3,10.36,33.09,23.02,38.94,0.82,0,0,0,0,0.15,9.1,45.9,0.89,33.33,0.67,22.22,0.3,0.07,12.53,54.17,Sun Belt 2022,Non-P5,2022
Z. Junior,Texas St. Bobcats,"RW , CF , RAMF",,16,1205,4,4.31,1,1.02,34.88,45.4,United States,United States,160,0,6.42,7.17,57.29,2.39,40.63,0.07,0.08,0,2.24,2.52,1.72,0,0,0,0,7.32,0.3,4,0.3,0.32,0,0,30,2.24,40,13.333,0.07,0.08,2.61,31.43,9.63,57.36,20.61,43.12,3.88,2.76,1.64,17.78,64.29,4.03,44.44,4.41,83.05,5.9,68.35,0.97,46.15,17.79,19.61,0.75,0,0,0.15,50,0.15,1.42,42.11,1.49,60,0.22,66.67,0.67,0.82,2.39,56.25,Sun Belt 2022,Non-P5,2022
E. RIley,Arkansas St. Red Wolves,"CF , RW , RAMF",19,16,1200,2,2.55,3,2.84,38.03,41.42,United States,United States,163,0,8.93,7.8,67.31,5.1,32.35,0.23,0.23,0.15,3.45,3.52,1.73,1,0.08,0,0,5.78,0.15,2,0.15,0.19,0,0,15,1.13,66.67,13.333,0.23,0.21,4.43,25.42,7.95,49.06,19.42,34.36,4.43,1.2,1.58,30.83,57.91,10.2,52.94,5.1,83.82,8.25,48.18,4.13,41.82,19.79,34.59,1.58,0.15,0,0.38,0,0.6,5.7,47.37,4.2,44.64,1.2,50,1.73,0.98,5.18,76.81,Sun Belt 2022,Non-P5,2022
T. Collum,Southern Miss Golden Eagles,"RCB , RDMF",22,13,1195,0,0.44,0,0.27,10.32,55.47,United States,United States,168,0,9.04,4.9,61.54,1.58,52.38,0.08,0.08,1.13,5.95,6.44,0.6,1,0.08,0,0,0.45,0,0,0,0.03,0,0,10,0.75,30,0,0,0.02,0.08,0,0.3,75,0.83,45.45,0.45,0.45,0.23,30.8,74.33,16.79,63.23,2.71,97.22,8.59,86.84,6.33,45.24,20.39,34.37,0.15,0,0,0.08,0,0,3.69,55.1,0.38,20,0.68,22.22,0.08,0,7.68,49.02,Sun Belt 2022,Non-P5,2022
A. Tørsløv,Old Dominion Monarchs,"LAMF , LWB , LW",24,15,1192,1,1.22,1,1.76,22.95,51.97,Denmark,Denmark,160,0,11.78,8.98,66.39,3.17,42.86,0.15,0.18,0.08,5.66,6.6,0.15,0,0,0,0,4.68,0.08,1,0.08,0.09,0,0,18,1.36,33.33,5.556,0.08,0.13,3.78,26,4.15,69.09,8.23,44.95,1.28,1.81,0.91,41.53,61.45,15.03,50.75,6.87,89.01,11.93,55.06,3.93,25,18.33,34.97,1.13,0.08,0,0.91,41.67,0.23,6.12,46.91,3.93,44.23,0.53,28.57,0.76,0.98,8.38,59.46,Sun Belt 2022,Non-P5,2022
K. Yarbrough,ULM Warhawks,"LCB , RCB",23,12,1191,0,0.63,0,0,11.49,57.24,United States,United States,170,0,7.71,5.06,67.16,2.42,65.63,0.23,0.37,0.45,4.08,6.69,0.53,2,0.15,0,0,0.45,0,0,0,0.05,0,0,4,0.3,25,0,0,0,0.08,100,0.6,50,2.8,32.43,0.3,0.68,0.08,34.61,75.33,16.7,64.25,1.36,66.67,13.15,90.23,5.97,36.71,20.13,33.2,0,0.08,0,0,0,0,4.01,43.4,0.3,25,0.08,0,0,0.08,8.31,50.91,Sun Belt 2022,Non-P5,2022
E. Mcintyre,Georgia Southern Eagles,"RAMF , RW",19,14,1187,1,0.98,0,0.61,29.65,44.25,United States,United States,157,0,13.04,12.21,55.9,5.16,44.12,0.15,0.16,0.38,6.07,6.2,1.14,0,0,0,0,2.27,0.08,1,0.08,0.07,0,0,16,1.21,37.5,6.25,0,0.05,2.35,25.81,2.65,45.71,6.75,34.83,1.52,1.29,1.52,30.18,54.02,16.23,45.79,3.94,88.46,5.69,52,6.75,31.46,18.84,28.5,0.45,0,0,0.08,0,0.15,6.98,42.39,3.49,32.61,0.38,20,0.76,0.91,8.04,66.98,Sun Belt 2022,Non-P5,2022
M. Townes,Marshall Thundering Herd,"RB , RCB , LCB3",17,15,1187,0,0.01,0,0.09,16.53,62.39,United States,United States,165,0,14.25,8.49,76.79,1.21,68.75,0.23,0.3,0.38,7.51,9.77,0.68,2,0.15,0,0,1.21,0,0,0,0,0,0,1,0.08,0,0,0,0.01,0.68,11.11,2.12,53.57,4.78,38.1,0,0.61,0.76,37.83,70.74,18.12,59.83,3.87,84.31,11.15,82.31,5.99,35.44,18.92,31.79,0.08,0,0,0,0,0,6.22,45.12,1.36,16.67,0.3,0,0.15,0.08,9.1,52.5,Sun Belt 2022,Non-P5,2022
L. LaRoche,Troy Trojans,GK,20,12,1184,0,0,0,0,0.99,76.92,United States,United States,170,0,4.26,0.08,100,0.61,75,0,0,0,4.18,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,50,0,0,0.3,15.81,71.63,11.93,64.97,0.15,50,3.65,95.83,9.88,60,41.67,50.67,0,0,0,0,0,0,2.81,40.54,0,0,0,0,0,0,6.99,78.26,Sun Belt 2022,Non-P5,2022
O. Durham,Georgia Southern Eagles,"AMF , LCMF , RCMF",22,14,1183,0,1.04,1,1.01,24.34,46.56,United States,United States,172,0,11.26,7.99,67.62,4.41,48.28,0,0,0.68,5.86,6.23,0.91,1,0.08,0,0,1.75,0,0,0,0.08,0,0,15,1.14,40,0,0.08,0.08,0.68,22.22,2.13,50,6.16,28.4,1.45,0.76,0.76,31.19,66.83,12.25,58.39,3.35,84.09,8.98,73.73,2.05,40.74,16.54,27.56,0.99,0,0,0.23,33.33,0.23,5.48,65.28,1.6,42.86,0.38,0,0.99,0.15,4.95,63.08,Sun Belt 2022,Non-P5,2022
I. Izquierdo,Southern Miss Golden Eagles,"RDMF , LDMF , DMF",20,12,1175,1,2.06,1,1.71,23.36,49.18,Colombia,Colombia,160,0,13.79,8.81,64.35,1.76,43.48,0.31,0.36,0.61,7.81,9.05,0.54,1,0.08,0,0,1.76,0.08,1,0.08,0.16,0,0,11,0.84,36.36,9.091,0.08,0.13,0.77,20,2.53,39.39,9.04,37.29,0.92,0.69,2.6,58.29,82.39,20.68,73.33,10.88,95.07,17.39,88.55,2.45,46.88,15.42,31.65,1.3,0,0,1,30.77,0.23,7.35,70.83,1.84,58.33,1.3,29.41,0.92,0.15,9.96,66.92,Sun Belt 2022,Non-P5,2022
I. Konst,ULM Warhawks,"RCMF , LCMF , RDMF",22,12,1175,6,4.27,0,3.32,28.8,53.99,Netherlands,Netherlands,170,0,12.03,7.12,68.82,6.13,63.75,0.84,1.36,0.23,6.28,10.17,1.61,1,0.08,0,0,4.21,0.46,3,0.23,0.33,0,0,35,2.68,48.57,17.143,0,0.25,1.53,45,3.45,60,12.1,43.04,0.77,1.61,1,44.81,77.26,17,65.32,5.74,93.33,14.25,83.33,3.6,36.17,17,31.51,2.45,0,0,0.46,33.33,0.15,8.5,69.37,2.68,48.57,0.69,22.22,0.61,0.61,8.81,70.43,Sun Belt 2022,Non-P5,2022
M. Watts,Old Dominion Monarchs,"RAMF , CF , RW",,15,1171,3,4.3,3,2.84,24.52,44.83,United States,United States,165,0,6.92,4.84,68.25,2.15,35.71,0.23,0.27,0.08,3.38,3.92,0.31,0,0,0,0,6.3,0.23,2,0.15,0.33,0,0,40,3.07,42.5,7.5,0.23,0.22,2.77,27.78,6.92,58.89,13.99,42.86,3.38,3.77,0.38,27.9,61.16,8.15,46.23,7.22,89.36,7.76,60.4,2.84,32.43,18.53,25.01,1.23,0,0,0.31,50,0.54,4.84,46.03,2.23,37.93,0.69,22.22,0.69,0.92,5.15,61.19,Sun Belt 2022,Non-P5,2022
B. Stefan,Southern Miss Golden Eagles,"AMF , LCMF , CF",19,13,1170,2,0.67,1,1.16,22.15,43.75,Hungary,Hungary,160,0,7.92,8.08,60,1.38,27.78,0.15,0.17,0,2.92,3.26,0.69,1,0.08,0,0,1.38,0.15,2,0.15,0.05,0,0,14,1.08,42.86,14.286,0.08,0.09,0.31,50,1.77,39.13,8.62,35.71,0.85,0.85,1.23,39.15,78.78,13.62,67.8,5.85,89.47,11.54,86.67,2.23,37.93,15.36,27.34,0.69,0.15,0,0.46,16.67,0.38,5.54,70.83,1.31,41.18,1.15,26.67,0.77,0.15,6.46,66.67,Sun Belt 2022,Non-P5,2022
S. Dann,Arkansas St. Red Wolves,RB,21,16,1168,0,0.42,1,0.17,18.03,48.29,United States,United States,165,0,11.79,8.78,59.65,2.23,41.38,0,0,0.23,6.55,6.95,1.39,3,0.23,0,0,0.85,0,0,0,0.03,0,0,12,0.92,8.33,0,0.08,0.01,1.31,5.88,1.54,45,3.7,37.5,1.16,1.08,0.69,23.96,45.98,13.18,42.69,1.85,91.67,5.7,41.89,5.93,32.47,21.27,32.76,0.31,0,0,0.08,0,0.08,6.09,34.18,1.85,25,0.46,16.67,0.31,0.23,6.86,44.94,Sun Belt 2022,Non-P5,2022
K. Bedre,Louisiana Ragin' Cajuns,"LAMF , LCMF3 , LW",21,15,1167,3,2.44,3,2.91,16.35,41.98,United States,United States,165,0,4.86,4.63,60,2.08,44.44,0,0,0.08,2.08,2.3,0.54,1,0.08,0,0,1.93,0.23,2,0.15,0.19,1,0.08,12,0.93,58.33,25,0.23,0.22,2.16,32.14,1.54,40,6.63,31.4,1.47,2.08,0.31,28.61,60.38,10.1,48.09,5.17,82.09,7.17,58.06,2.78,33.33,19.44,33.14,1.23,0.15,0,0.23,33.33,0.23,6.02,42.31,2.78,44.44,0.62,37.5,1,0.46,6.02,69.23,Sun Belt 2022,Non-P5,2022
G. Wilson,South Alabama Jaguars,"LCMF , RCMF , LW",21,16,1163,2,3.55,3,2.32,18.96,40.82,United States,United States,162,0,8.74,5.88,59.21,2.79,30.56,0.39,0.54,0,4.88,6.77,0.77,2,0.15,0,0,2.32,0.15,2,0.15,0.27,0,0,22,1.7,36.36,9.091,0.23,0.18,0.7,55.56,1.78,60.87,6.5,29.76,1.86,1.08,1.08,29.64,74.15,10.99,56.34,6.11,93.67,8.82,80.7,2.71,48.57,18.52,28.34,0.93,0.15,0,0.62,37.5,0.39,5.42,60,1.16,66.67,0.39,20,0.85,0.31,5.34,73.91,Sun Belt 2022,Non-P5,2022
T. Tolson,Coastal Carolina Chanticleers,"LB , LCB",,13,1162,0,0.06,2,1.4,12.55,58.64,United States,United States,172,0,10.92,7.05,69.23,0.77,50,0,0,0.08,6.04,6.99,0.08,0,0,0,0,1.32,0,0,0,0,0,0,6,0.46,16.67,0,0.15,0.11,1.39,38.89,1.16,60,2.71,42.86,0.31,0.85,0.31,31.29,58.17,19.13,51.01,1.47,89.47,6.74,68.97,9.06,38.46,22.27,35.31,0.85,0,0,0.23,0,0.31,7.67,41.41,2.48,31.25,1.08,14.29,0.54,0.62,11.77,54.61,Sun Belt 2022,Non-P5,2022
M. Laguines,Marshall Thundering Herd,CF,18,16,1156,2,4.26,3,1.37,23.36,33.33,United States,United States,162,0,3.43,3.43,56.82,3.27,35.71,0.16,0.17,0,1.32,1.42,1.01,2,0.16,0,0,2.26,0.16,2,0.16,0.33,0,0,23,1.79,21.74,8.696,0.23,0.11,0.62,37.5,3.19,43.9,13.55,25.86,3.81,0.78,1.87,17.44,75.89,3.27,50,5.37,88.41,4.67,80,0.31,25,14.01,8.09,0.7,0.08,0,0.39,60,0.31,1.4,44.44,1.09,57.14,0.54,57.14,0.78,0.31,1.32,82.35,Sun Belt 2022,Non-P5,2022
D. Fuentes,South Alabama Jaguars,"RCMF , LCMF , CF",22,18,1144,2,1.89,4,3.05,19.67,48.8,United States,United States,162,0,7.47,6.29,71.25,1.73,22.73,0.08,0.11,0,2.91,3.99,0.94,1,0.08,0,0,2.75,0.16,2,0.16,0.15,0,0,18,1.42,22.22,11.111,0.31,0.24,1.18,46.67,2.83,52.78,9.52,39.67,1.42,1.34,1.57,31,77.92,7.24,59.78,6.14,94.87,12.74,80.86,4.96,57.14,19.64,33.86,1.49,0,0.24,0.94,41.67,0.71,5.9,57.33,2.28,44.83,1.42,44.44,1.18,0.55,4.56,87.93,Sun Belt 2022,Non-P5,2022
A. Wolgemuth,Marshall Thundering Herd,GK,,12,1141,0,0,0,0,0.55,100,United States,United States,170,0,2.92,0.16,100,0.16,100,0.08,0.1,0,2.68,3.53,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,100,0.16,100,0,0,0.08,15.78,75,9.62,63.93,0,0,5.28,91.04,6.78,47.67,28.72,37.74,0,0,0,0,0,0,0.39,20,0.08,0,0,0,0,0,4.1,44.23,Sun Belt 2022,Non-P5,2022
M. Robinson,Arkansas St. Red Wolves,LB,19,16,1137,0,0.06,2,0.51,25.17,57.86,United States,United States,157,0,17.97,11.16,74.47,4.35,41.82,1.03,1.09,0.32,8.63,9.13,0.4,1,0.08,0,0,1.9,0,0,0,0,0,0,3,0.24,0,0,0.16,0.04,0.95,33.33,2.45,61.29,6.57,50.6,0.47,0.4,2.14,33.01,60.19,20.9,53.41,3.25,85.37,4.35,65.45,5.46,42.03,18.63,29.91,0.63,0.08,0.16,0.08,100,0.16,7.36,48.39,1.5,42.11,0.16,0,0.47,0.32,9.26,58.97,Sun Belt 2022,Non-P5,2022
E. Terefenko,Old Dominion Monarchs,"LCB , LCB3 , RCB",,14,1136,1,0.93,0,0.21,12.99,55.49,United States,United States,173,0,10.62,6.73,69.41,2.14,37.04,0.32,0.41,0.63,5.63,7.29,0.63,0,0,0,0,0.48,0.08,1,0.08,0.07,1,0.08,4,0.32,50,25,0,0.02,0,0,0.71,44.44,2.3,41.38,0.63,0.16,0.4,30.26,70.94,19.49,68.29,1.9,83.33,7.05,76.4,6.42,46.91,20.32,31.67,0.24,0,0,0,0,0,3.17,67.5,0.16,50,0.08,100,0.08,0,9.35,55.93,Sun Belt 2022,Non-P5,2022
M. Grutkamp,ULM Warhawks,"AMF , RCMF , CF",21,12,1127,1,1.33,0,0.61,22.6,48.76,Germany,Germany,160,0,7.27,5.59,67.14,2.08,46.15,0.16,0.25,0,3.35,5.23,0.48,0,0,0,0,2.87,0.08,1,0.08,0.11,0,0,33,2.64,18.18,3.03,0,0.05,0.4,60,2.64,60.61,12.06,41.72,0.64,1.12,0.96,41.45,77.65,12.62,62.66,7.43,92.47,12.94,83.33,1.6,20,15.43,23.63,1.2,0,0,1.28,43.75,0,6.15,62.34,1.76,45.45,0.96,16.67,0.48,0.24,5.51,66.67,Sun Belt 2022,Non-P5,2022
E. Johnson,JMU Dukes,RB,,15,1120,0,0.16,0,1.57,24.03,64.55,United States,United States,170,0,16.23,11.89,82.43,1.13,64.29,0.32,0.45,0.32,6.11,8.48,0.24,0,0,0,0,3.13,0,0,0,0.01,0,0,4,0.32,25,0,0,0.13,1.77,54.55,3.54,59.09,8.76,43.12,0.72,2.49,0.88,49.1,73.65,23.79,62.5,6.75,92.86,12.78,86.79,5.54,31.88,18.43,36.4,0.32,0,0,0.16,0,0.16,8.6,52.34,2.33,51.72,0.48,16.67,0.4,0.8,11.65,67.59,Sun Belt 2022,Non-P5,2022
S. Cathey,Georgia Southern Eagles,"CF , LAMF , RAMF",19,14,1118,0,1.5,2,2.26,28.98,36.39,United States,United States,173,0,8.37,7.65,56.84,4.91,32.79,0.08,0.08,0.16,3.94,3.93,1.29,3,0.24,0,0,3.3,0,0,0,0.12,0,0,16,1.29,37.5,0,0.16,0.18,3.22,15,5.39,37.31,12.56,26.92,1.61,1.85,1.29,29.87,58.49,11.91,46.62,5.64,91.43,6.76,58.33,2.9,47.22,19.59,24.33,0.97,0.16,0,0.56,57.14,0.24,5.07,49.21,3.54,31.82,0.89,36.36,0.89,0.64,6.52,66.67,Sun Belt 2022,Non-P5,2022
K. Holloway,Georgia State Panthers,"LCB3 , LB , LCB",21,12,1113,0,0,0,0.01,10.03,57.26,United States,United States,162,0,6.71,4.37,66.67,0.73,44.44,0.08,0.11,0.49,3.72,5.07,0.24,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,50,3.88,52.08,0,0.73,1.29,36.15,81.43,17.06,71.56,3.56,93.18,12.21,92.05,3.23,52.5,18.36,26.47,0.08,0,0,0,0,0,4.04,66,0,0,0,0,0,0,8.09,58,Sun Belt 2022,Non-P5,2022
A. Attanasi,JMU Dukes,"LAMF , LW , LWF",,16,1112,7,6.89,3,2.58,30.51,51.46,United States,United States,152,0,8.58,8.01,64.65,2.99,70.27,0.73,1.02,0,2.67,3.74,0.97,0,0,0,0,6.8,0.57,7,0.57,0.56,0,0,38,3.08,42.11,18.421,0.24,0.21,1.7,28.57,7.45,61.96,15.94,45.69,4.37,2.67,1.46,38.04,70.85,8.17,47.52,9.23,90.35,10.36,75,1.05,38.46,14.56,16.29,1.21,0,0,0.97,41.67,0.73,3.08,57.89,3.24,45,0.97,41.67,1.7,0.24,5.67,54.29,Sun Belt 2022,Non-P5,2022
